resnet50 train,resnet50 test
74.08380237648531,80.80050031269543
81.67604752970607,82.55159474671669
83.93996247654785,62.35146966854283
84.54033771106941,80.17510944340212
85.64102564102564,46.90431519699813
86.25390869293308,41.33833646028768
86.71669793621012,82.11382113821138
87.94246404002502,80.86303939962477
87.44215134459037,82.73921200750469
88.68042526579111,69.10569105691057
88.76797998749218,68.5428392745466
88.81801125703565,88.93058161350844
89.30581613508443,85.42839274546591
89.69355847404627,80.55034396497811
89.88117573483427,79.54971857410882
90.36898061288305,66.47904940587867
90.5315822388993,76.0475297060663
90.51907442151345,75.73483427141964
90.91932457786116,89.18073796122576
90.9818636647905,87.92995622263915
91.18198874296435,80.48780487804879
91.34459036898062,84.42776735459663
92.32020012507817,81.05065666041276
91.9449656035022,54.1588492808005
91.81988742964353,90.36898061288305
91.81988742964353,59.0368980612883
92.13258286429019,38.02376485303315
92.6078799249531,80.86303939962477
91.56973108192621,57.535959974984365
91.89493433395872,77.23577235772358
92.20762976860539,70.29393370856786
91.9449656035022,75.42213883677297
91.85741088180113,77.79862414008755
92.39524702939337,32.77048155096936
92.33270794246404,86.55409631019387
93.82113821138212,70.41901188242652
93.53345841150718,37.71106941838649
93.4208880550344,33.520950594121324
93.270794246404,85.30331457160726
93.32082551594748,78.61163227016885
94.35897435897435,87.17948717948718
94.25891181988743,36.83552220137586
94.28392745465916,79.04940587867418
94.4215134459037,31.769856160100062
94.59662288930582,89.11819887429644
94.54659161976235,37.89868667917448
94.93433395872421,59.2245153220763
94.90931832395248,32.958098811757345
95.38461538461539,53.220762976860534
95.33458411507192,39.77485928705441
