resnet152 train,resnet152 test
75.02188868042526,78.42401500938087
79.2245153220763,74.2338961851157
82.15134459036898,79.73733583489681
82.16385240775485,76.17260787992495
83.42714196372732,76.48530331457161
83.90243902439025,84.9906191369606
84.20262664165104,85.05315822388994
84.41525953721076,85.86616635397122
85.44090056285178,85.6160100062539
85.6160100062539,72.42026266416511
85.99124452782989,74.60913070669169
86.09130706691683,84.05253283302065
86.541588492808,88.11757348342715
86.84177611006879,82.48905565978737
86.86679174484053,80.67542213883677
87.10444027517198,79.54971857410882
87.05440900562851,75.29706066291432
87.3170731707317,64.9155722326454
86.72920575359599,73.23327079424641
87.04190118824265,85.99124452782989
87.99249530956847,82.73921200750469
88.2051282051282,86.86679174484053
88.66791744840525,83.05190744215135
88.41776110068793,89.24327704815511
89.00562851782364,75.8599124452783
88.83051907442152,81.05065666041276
88.96810506566604,83.67729831144464
89.3558474046279,88.68042526579111
89.03064415259537,42.464040025015635
89.6810506566604,64.97811131957474
89.56848030018762,81.61350844277673
90.08130081300813,81.80112570356472
90.04377736085053,86.99186991869918
89.85616010006254,84.11507191994997
90.40650406504065,90.18136335209506
90.36898061288305,80.36272670419012
89.91869918699187,76.61038148843026
90.50656660412758,52.03252032520326
91.08192620387743,80.30018761726079
91.34459036898062,50.15634771732332
91.50719199499687,83.80237648530331
91.16948092557848,90.99437148217636
91.4196372732958,56.66041275797373
91.48217636022514,73.4208880550344
92.1575984990619,85.24077548467793
91.69480925578488,64.29018136335209
91.869918699187,72.23264540337712
92.22013758599125,80.05003126954347
91.96998123827392,84.92808005003127
92.83302063789868,80.61288305190745
