resnet152 train,resnet152 test
75.87242026266416,80.61288305190745
79.76235146966854,72.54534083802376
81.6635397123202,79.54971857410882
82.12632895559724,83.61475922451532
82.55159474671669,82.05128205128204
82.95184490306443,80.17510944340212
82.96435272045028,75.42213883677297
83.70231394621639,84.9906191369606
83.86491557223265,83.23952470293933
83.88993120700438,80.1125703564728
84.47779862414009,68.91807379612258
85.21575984990619,84.9906191369606
85.7285803627267,75.35959974984365
85.35334584115071,79.67479674796748
85.71607254534084,83.30206378986867
86.1788617886179,86.42901813633522
85.81613508442777,71.35709818636647
86.19136960600375,65.97873671044402
87.07942464040025,87.55472170106316
87.27954971857412,86.99186991869918
87.52970606629144,86.67917448405254
87.89243277048155,86.1788617886179
88.40525328330206,66.541588492808
88.80550343964978,84.49030644152596
88.36772983114447,67.85490931832395
88.69293308317698,82.73921200750469
88.5428392745466,86.36647904940588
89.18073796122576,88.30519074421514
89.44340212632895,83.42714196372732
89.93120700437774,89.30581613508443
