resnet18 train,resnet18 test
81.27579737335834,68.5428392745466
85.30331457160726,77.23577235772358
86.09130706691683,83.73983739837398
87.16697936210132,81.7385866166354
87.5046904315197,85.30331457160726
87.8799249530957,36.460287679799876
88.5428392745466,55.784865540963104
88.60537836147591,87.49218261413382
89.60600375234522,77.11069418386491
89.33083176985616,69.66854283927455
90.0187617260788,82.05128205128204
90.23139462163853,87.61726078799249
89.78111319574734,79.9249530956848
90.96935584740463,71.35709818636647
90.25641025641026,71.35709818636647
91.10694183864916,88.05503439649782
91.66979362101313,82.48905565978737
91.494684177611,57.78611632270169
91.4571607254534,69.23076923076923
92.55784865540963,44.090056285178235
92.20762976860539,69.23076923076923
92.95809881175735,82.98936835522201
92.82051282051282,70.04377736085054
92.90806754221389,87.86741713570981
93.77110694183864,35.58474046278924
93.40838023764853,72.17010631644779
93.62101313320825,42.77673545966229
94.39649781113195,70.41901188242652
93.88367729831144,76.29768605378362
94.38398999374608,85.67854909318325
